Well_ID,LM_RC40,LM_RC40,LM_RC40,LM_RC40,LM_RC40,LM_RC80,LM_RC80,LM_RC80,LM_RC80,LM_RC80,LM_RC88,LM_RC88,LM_RC88,LM_RC88,LM_RC88,LM_RC9,LM_RC9,LM_RC9,LM_RC9,LM_RC9,MM_RC112,MM_RC112,MM_RC112,MM_RC112,MM_RC112,MM_RC114,MM_RC114,MM_RC114,MM_RC114,MM_RC114,MM_RC130,MM_RC130,MM_RC130,MM_RC130,MM_RC130,MM_RC136,MM_RC136,MM_RC136,MM_RC136,MM_RC136,MM_RC138,MM_RC138,MM_RC138,MM_RC138,MM_RC138,MM_RC143,MM_RC143,MM_RC143,MM_RC143,MM_RC143,MM_RC174,MM_RC174,MM_RC174,MM_RC174,MM_RC174,MM_RC179,MM_RC179,MM_RC179,MM_RC179,MM_RC179,MM_RC191,MM_RC191,MM_RC191,MM_RC191,MM_RC191,MM_RC193,MM_RC193,MM_RC193,MM_RC193,MM_RC193,MM_RC199,MM_RC199,MM_RC199,MM_RC199,MM_RC199,MM_RC200,MM_RC200,MM_RC200,MM_RC200,MM_RC200,MM_RC202,MM_RC202,MM_RC202,MM_RC202,MM_RC202,MM_RC208,MM_RC208,MM_RC208,MM_RC208,MM_RC208,MM_RC211,MM_RC211,MM_RC211,MM_RC211,MM_RC211,MM_RC225,MM_RC225,MM_RC225,MM_RC225,MM_RC225,MM_RC231,MM_RC231,MM_RC231,MM_RC231,MM_RC231,MM_RC233,MM_RC233,MM_RC233,MM_RC233,MM_RC233,MM_RC234,MM_RC234,MM_RC234,MM_RC234,MM_RC234,MM_RC34,MM_RC34,MM_RC34,MM_RC34,MM_RC34,MM_RC44,MM_RC44,MM_RC44,MM_RC44,MM_RC44,MM_RC5,MM_RC5,MM_RC5,MM_RC5,MM_RC5,MM_RC7,MM_RC7,MM_RC7,MM_RC7,MM_RC7,MM_RC8,MM_RC8,MM_RC8,MM_RC8,MM_RC8,MM_RC86,MM_RC86,MM_RC86,MM_RC86,MM_RC86,RV_RC126,RV_RC126,RV_RC126,RV_RC126,RV_RC126,RV_RC140,RV_RC140,RV_RC140,RV_RC140,RV_RC140,UM_RC17,UM_RC17,UM_RC17,UM_RC17,UM_RC17,UM_RC18,UM_RC18,UM_RC18,UM_RC18,UM_RC18,UM_RC22,UM_RC22,UM_RC22,UM_RC22,UM_RC22
1963-12-01,8.8,3780.81,0.0,35.48959954,3772.01,9.7,3772.99,0.0,35.467253,3763.29,9.4,3774.99,0.0,35.45670824,3765.59,10.14,3791.81,0.0,35.47959248,3781.67,10.0,3863.66,0.0,35.46004787,3853.66,12.71,3864.6,0.0,35.46116377,3851.89,10.12,3853.1,0.0,35.42669924,3842.98,12.34,3850.3,0.0,35.41427541,3837.96,12.74,3852.28,0.0,35.40148532,3839.54,12.87,3848.78,0.0,35.37926706,3835.91,11.01,3830.34,0.0,35.3637563,3819.33,7.1,3820.66,0.0,35.3826188,3813.56,10.63,3823.1,0.0,35.37666851,3812.47,8.9,3816.33,0.0,35.40502933,3807.43,8.3,3816.05,0.0,35.39390605,3807.75,8.5,3814.3,0.0,35.40415427,3805.8,8.0,3812.23,0.0,35.42167408,3804.23,10.8,3810.76,0.0,35.43239837,3799.96,8.7,3806.44,0.0,35.43917349,3797.74,8.0,3808.21,0.0,35.45805727,3800.21,5.2,3796.22,0.0,35.47322195,3791.02,7.2,3795.34,0.0,35.48235482,3788.14,5.8,3794.61,0.0,35.48369726,3788.81,9.3,3896.56,0.0,35.37600626,3887.26,13.3,3867.62,0.0,35.40947351,3854.32,8.5,3908.23,0.0,35.29357847,3899.73,13.5,3911.37,0.0,35.38851249,3897.87,13.84,3911.72,0.0,35.37627193,3897.88,7.6,3884.23,0.0,35.43045059,3876.63,7.5,4035.91,0.0,31.95705102,4028.41,9.1,4009.89,0.0,32.18038944,4000.79,9.04,3931.9,0.0,35.01882505,3922.86,7.6,3929.9,0.0,35.02901624,3922.3,9.1,3925.22,0.0,35.1379914,3916.12
1964-01-01,8.9,3780.81,0.0,26.06460571,3771.91,9.7,3772.99,0.0,26.17534644,3763.29,9.7,3774.99,0.0,26.22599136,3765.29,10.24,3791.81,0.0,26.14750062,3781.57,10.3,3863.66,0.0,30.725649600000004,3853.36,13.01,3864.6,0.0,30.74433974,3851.59,10.32,3853.1,0.0,30.37570668,3842.78,12.54,3850.3,0.0,30.20587507,3837.76,12.14,3852.28,0.0,30.111579700000004,3840.14,12.17,3848.78,0.0,29.75681732,3836.61,11.21,3830.34,0.0,28.46326312,3819.13,7.3,3820.66,0.0,27.7547653,3813.36,10.73,3823.1,0.0,27.79703928,3812.37,9.2,3816.33,0.0,27.18822766,3807.13,8.3,3816.05,0.0,27.36760801,3807.75,8.7,3814.3,0.0,27.1516828,3805.6,8.1,3812.23,0.0,26.88613667,3804.13,10.9,3810.76,0.0,26.7111601,3799.86,8.8,3806.44,0.0,26.62482373,3797.64,8.1,3808.21,0.0,26.39007655,3800.11,5.3,3796.22,0.0,26.22835464,3790.92,7.4,3795.34,0.0,26.14079635,3787.94,6.2,3794.61,0.0,26.129337,3788.41,9.2,3896.56,0.0,30.55367069,3887.36,13.2,3867.62,0.0,30.65659082,3854.42,8.5,3908.23,0.0,30.32559058,3899.73,13.8,3911.37,0.0,30.60775775,3897.57,14.14,3911.72,0.0,30.57023295,3897.58,7.5,3884.23,0.0,30.70210726,3876.73,7.8,4035.91,0.0,23.74866174,4028.11,9.5,4009.89,0.0,24.12457764,4000.39,9.24,3931.9,0.0,29.62745124,3922.66,7.7,3929.9,0.0,29.65432984,3922.2,9.3,3925.22,0.0,29.92199557,3915.92
1964-02-01,9.1,3780.81,0.0,28.04454868,3771.71,9.9,3772.99,0.0,28.12337972,3763.09,10.1,3774.99,0.0,28.15961787,3764.89,10.44,3791.81,0.0,28.09989504,3781.37,10.5,3863.66,0.0,30.85838216,3853.16,13.01,3864.6,0.0,30.86898995,3851.59,10.52,3853.1,0.0,30.6674,3842.58,13.04,3850.3,0.0,30.5725325,3837.26,12.54,3852.28,0.0,30.52340433,3839.74,13.27,3848.78,0.0,30.32314134,3835.51,11.31,3830.34,0.0,29.55524049,3819.03,7.4,3820.66,0.0,29.11908163,3813.26,11.23,3823.1,0.0,29.14795374,3811.87,9.3,3816.33,0.0,28.76637729,3807.03,8.7,3816.05,0.0,28.88040478,3807.35,8.9,3814.3,0.0,28.74500846,3805.4,8.2,3812.23,0.0,28.57569229,3804.03,10.9,3810.76,0.0,28.46466357,3799.86,9.1,3806.44,0.0,28.40902029,3797.34,8.2,3808.21,0.0,28.25753137,3800.01,5.4,3796.22,0.0,28.1519818,3790.82,7.5,3795.34,0.0,28.09433211,3787.84,6.3,3794.61,0.0,28.08670406,3788.31,9.6,3896.56,0.0,30.805348,3886.96,13.3,3867.62,0.0,30.84720529,3854.32,9.6,3908.23,0.0,30.71776443,3898.63,14.1,3911.37,0.0,30.83029238,3897.27,14.84,3911.72,0.0,30.81507905,3896.88,7.7,3884.23,0.0,30.86196991,3876.53,7.9,4035.91,0.0,29.01916071,4028.01,9.8,4009.89,0.0,29.06065146,4000.09,9.64,3931.9,0.0,30.46393393,3922.26,8.0,3929.9,0.0,30.47436116,3921.9,9.5,3925.22,0.0,30.56896352,3915.72
1964-03-01,10.8,3780.81,0.0,43.54127505,3770.01,10.0,3772.99,0.0,43.61018597,3762.99,11.8,3774.99,0.0,43.64159336,3763.19,11.74,3791.81,0.0,43.59562297,3780.07,10.9,3863.66,0.0,46.79495038,3852.76,15.51,3864.6,0.0,46.80849778,3849.09,10.22,3853.1,0.0,46.53854844,3842.88,14.84,3850.3,0.0,46.41528897,3835.46,14.54,3852.28,0.0,46.34536784,3837.74,13.47,3848.78,0.0,46.08926125,3835.31,11.51,3830.34,0.0,45.17676869,3818.83,8.3,3820.66,0.0,44.68638331,3812.36,11.73,3823.1,0.0,44.71427291,3811.37,8.6,3816.33,0.0,44.29742665,3807.73,9.0,3816.05,0.0,44.4193662,3807.05,9.7,3814.3,0.0,44.27171381,3804.6,8.7,3812.23,0.0,44.0917992,3803.53,12.1,3810.76,0.0,43.97316961,3798.66,9.4,3806.44,0.0,43.91510162,3797.04,8.2,3808.21,0.0,43.75756425,3800.01,5.5,3796.22,0.0,43.64988851,3790.72,7.9,3795.34,0.0,43.59196806,3787.44,5.9,3794.61,0.0,43.58444014,3788.71,11.1,3896.56,0.0,46.65224152,3885.46,13.9,3867.62,0.0,46.73339309,3853.72,9.4,3908.23,0.0,46.4708999,3898.83,17.2,3911.37,0.0,46.693299,3894.17,15.94,3911.72,0.0,46.66377121,3895.78,7.7,3884.23,0.0,46.77075112,3876.53,8.3,4035.91,0.0,41.70267977,4027.61,9.3,4009.89,0.0,41.88219426,4000.59,9.94,3931.9,0.0,45.91228813,3921.96,7.6,3929.9,0.0,45.93488512,3922.3,11.3,3925.22,0.0,46.14848276,3913.92
1964-04-01,11.2,3780.81,0.0,65.45296676,3769.61,9.8,3772.99,0.0,65.36306727,3763.19,11.7,3774.99,0.0,65.32130069,3763.29,11.64,3791.81,0.0,65.39949045,3780.17,11.0,3863.66,0.0,63.52960826,3852.66,16.31,3864.6,0.0,63.52442969,3848.29,10.92,3853.1,0.0,63.60235367,3842.18,14.04,3850.3,0.0,63.64517221,3836.26,16.54,3852.28,0.0,63.6573833,3835.74,12.97,3848.78,0.0,63.75440769,3835.81,11.91,3830.34,0.0,64.23957161,3818.43,7.4,3820.66,0.0,64.56046481,3813.26,12.03,3823.1,0.0,64.53175842,3811.07,8.6,3816.33,0.0,64.83221941,3807.73,9.7,3816.05,0.0,64.73815376,3806.35,9.7,3814.3,0.0,64.84517227,3804.6,8.4,3812.23,0.0,64.98668570000001,3803.83,12.5,3810.76,0.0,65.0783992,3798.26,8.7,3806.44,0.0,65.12661776,3797.74,7.7,3808.21,0.0,65.25876683,3800.51,4.8,3796.22,0.0,65.35421967,3791.42,7.6,3795.34,0.0,65.40779412,3787.74,5.8,3794.61,0.0,65.41510364,3788.81,11.0,3896.56,0.0,63.43279077,3885.56,14.6,3867.62,0.0,63.45769973,3853.02,8.9,3908.23,0.0,63.36171677,3899.33,15.0,3911.37,0.0,63.43572660000001,3896.37,16.34,3911.72,0.0,63.42661047,3895.38,6.8,3884.23,0.0,63.48078541,3877.43,8.0,4035.91,0.0,59.84132177,4027.91,9.3,4009.89,0.0,60.04716317,4000.59,10.34,3931.9,0.0,63.10135446,3921.56,9.0,3929.9,0.0,63.11131623,3920.9,10.7,3925.22,0.0,63.21739872,3914.52
1964-05-01,13.3,3780.81,0.0,74.39358618,3767.51,11.0,3772.99,0.0,74.43959505,3761.99,12.0,3774.99,0.0,74.44764084,3762.99,11.44,3791.81,0.0,74.34967682,3780.37,11.6,3863.66,0.0,74.02638599,3852.06,16.81,3864.6,0.0,74.02552191,3847.79,11.42,3853.1,0.0,74.05164705,3841.68,14.34,3850.3,0.0,74.06247997,3835.96,14.74,3852.28,0.0,74.07274992,3837.54,13.57,3848.78,0.0,74.09618436,3835.21,12.31,3830.34,0.0,74.15951909,3818.03,7.8,3820.66,0.0,74.18973183,3812.86,12.73,3823.1,0.0,74.1936489,3810.37,9.2,3816.33,0.0,74.22186975,3807.13,10.0,3816.05,0.0,74.21580563,3806.05,9.8,3814.3,0.0,74.22939359,3804.5,8.6,3812.23,0.0,74.24197740000002,3803.63,12.6,3810.76,0.0,74.25727304,3798.16,9.7,3806.44,0.0,74.26266492,3796.74,7.9,3808.21,0.0,74.2855182,3800.31,5.5,3796.22,0.0,74.30668542,3790.72,8.0,3795.34,0.0,74.32360549,3787.34,6.2,3794.61,0.0,74.32516705,3788.41,11.5,3896.56,0.0,74.07981034,3885.06,14.8,3867.62,0.0,74.0580434,3852.82,9.4,3908.23,0.0,74.13369679,3898.83,15.9,3911.37,0.0,74.07149187,3895.47,17.44,3911.72,0.0,74.0794305,3894.28,7.7,3884.23,0.0,74.04480845,3876.53,8.7,4035.91,0.0,75.91788463,4027.21,10.0,4009.89,0.0,75.8527274,3999.89,10.84,3931.9,0.0,74.31756585,3921.06,8.9,3929.9,0.0,74.31003282,3921.0,11.4,3925.22,0.0,74.23715469,3913.82
1964-06-01,13.4,3780.81,0.0,77.95617126,3767.41,11.3,3772.99,0.0,77.87831877,3761.69,12.8,3774.99,0.0,77.84231129,3762.19,12.64,3791.81,0.0,77.90134034,3779.17,12.4,3863.66,0.0,75.12157757,3851.26,17.91,3864.6,0.0,75.11145633,3846.69,11.42,3853.1,0.0,75.29848156,3841.68,14.14,3850.3,0.0,75.38915820000003,3836.16,14.94,3852.28,0.0,75.43352974,3837.34,13.67,3848.78,0.0,75.62894328,3835.11,12.81,3830.34,0.0,76.41248484,3817.53,8.2,3820.66,0.0,76.86376413,3812.46,12.83,3823.1,0.0,76.83337435,3810.27,9.2,3816.33,0.0,77.22670329,3807.13,10.3,3816.05,0.0,77.10943895,3805.75,10.4,3814.3,0.0,77.24849955,3803.9,9.2,3812.23,0.0,77.42167034,3803.03,13.5,3810.76,0.0,77.53460731,3797.26,9.9,3806.44,0.0,77.59098772,3796.54,7.9,3808.21,0.0,77.74373427,3800.31,5.9,3796.22,0.0,77.84937547,3790.32,8.3,3795.34,0.0,77.90675787,3787.04,6.2,3794.61,0.0,77.91432495,3788.41,13.0,3896.56,0.0,75.13322449,3883.56,15.6,3867.62,0.0,75.10740842,3852.02,9.8,3908.23,0.0,75.18231939,3898.43,16.5,3911.37,0.0,75.11398335,3894.87,17.44,3911.72,0.0,75.12335072,3894.28,7.4,3884.23,0.0,75.10304437,3876.83,9.2,4035.91,0.0,76.23483981,4026.71,9.4,4009.89,0.0,76.16063265,4000.49,11.54,3931.9,0.0,75.31786982,3920.36,10.0,3929.9,0.0,75.31154253,3919.9,11.8,3925.22,0.0,75.26237473,3913.42
1964-07-01,13.5,3780.81,0.0,75.59616643,3767.31,13.5,3772.99,0.0,75.76910972,3759.49,14.0,3774.99,0.0,75.84878352,3760.99,13.44,3791.81,0.0,75.71356970000002,3778.37,13.0,3863.66,0.0,81.24228928,3850.66,19.61,3864.6,0.0,81.26271582,3844.99,12.32,3853.1,0.0,80.88207296,3840.78,15.54,3850.3,0.0,80.70052641,3834.76,15.24,3852.28,0.0,80.61025421,3837.04,13.77,3848.78,0.0,80.22433048,3835.01,13.51,3830.34,0.0,78.69991101,3816.83,8.2,3820.66,0.0,77.81597638,3812.46,14.03,3823.1,0.0,77.87734554,3809.07,8.9,3816.33,0.0,77.09600512,3807.43,10.9,3816.05,0.0,77.3311712,3805.15,10.9,3814.3,0.0,77.05371103,3803.4,9.3,3812.23,0.0,76.70368595,3802.93,15.3,3810.76,0.0,76.47450339,3795.46,9.6,3806.44,0.0,76.35876616,3796.84,8.2,3808.21,0.0,76.04324258,3800.01,6.0,3796.22,0.0,75.82200804,3790.22,9.3,3795.34,0.0,75.70057441,3786.04,6.4,3794.61,0.0,75.68441797,3788.21,13.9,3896.56,0.0,81.18612578,3882.66,17.1,3867.62,0.0,81.24980323,3850.52,10.1,3908.23,0.0,81.05974751,3898.13,17.2,3911.37,0.0,81.22868266,3894.17,18.14,3911.72,0.0,81.20553136,3893.58,6.6,3884.23,0.0,81.26693293,3877.63,9.1,4035.91,0.0,79.10029273,4026.81,9.5,4009.89,0.0,79.15828069,4000.39,12.14,3931.9,0.0,80.71292869,3919.76,10.2,3929.9,0.0,80.72692219,3919.7,12.1,3925.22,0.0,80.85346037,3913.12
1964-08-01,12.7,3780.81,1.0569457722000003e-05,72.56428067,3768.11,14.4,3772.99,3.2088121647000004e-05,72.67416174,3758.59,14.9,3774.99,4.1473500772e-05,72.72442418,3760.09,13.84,3791.81,1.9773920903999998e-05,72.64702174,3777.97,13.2,3863.66,3.2077871688000005e-05,77.22724316,3850.46,21.21,3864.6,3.0762710282e-05,77.24602148,3843.39,13.22,3853.1,5.4509281961999995e-05,76.87785985,3839.88,15.34,3850.3,6.210441824800001e-05,76.70808611,3834.96,16.74,3852.28,5.903859717800001e-05,76.61462747,3835.54,14.17,3848.78,6.241275034800001e-05,76.26004121,3834.61,14.41,3830.34,7.627961154699999e-05,74.96453811,3815.93,8.3,3820.66,8.338558312300003e-05,74.25453097,3812.36,15.13,3823.1,7.564636408e-05,74.29735028,3807.97,9.1,3816.33,7.259545961700001e-05,73.68752622,3807.23,11.7,3816.05,7.231671073199999e-05,73.86734226,3804.35,11.8,3814.3,6.833306e-05,73.65121764,3802.5,9.7,3812.23,6.2965498137e-05,73.38532059,3802.53,16.3,3810.76,5.527277890800001e-05,73.21039315,3794.46,10.1,3806.44,5.1688793244e-05,73.12399944,3796.34,7.9,3808.21,3.8071097715000013e-05,72.88933793,3800.31,6.1,3796.22,2.554206449800001e-05,72.72779028,3790.12,9.6,3795.34,1.7292097498e-05,72.6403897,3785.74,6.8,3794.61,1.6065102406e-05,72.62895118,3787.81,14.6,3896.56,8.624157169899999e-05,77.06522179,3881.96,19.2,3867.62,6.510857289800001e-05,77.16446241,3848.42,10.3,3908.23,0.00013751736659500002,76.84718291,3897.93,18.3,3911.37,8.205967176e-05,77.1176624,3893.07,19.44,3911.72,8.9619558187e-05,77.08157606,3892.28,7.9,3884.23,5.0155632709999997e-05,77.20739425,3876.33,9.2,4035.91,0.0007771459747370001,71.61324264,4026.71,9.7,4009.89,0.000955459344814,71.77503883,4000.19,12.64,3931.9,0.00030024288235700017,76.18562397,3919.26,11.1,3929.9,0.000289846007278,76.21270618,3918.8,12.8,3925.22,0.000230795410148,76.46389609,3912.42
1964-09-01,12.9,3780.81,0.0008377400656930001,70.03748453,3767.91,15.9,3772.99,0.000921790562823,70.04216140000001,3757.09,15.1,3774.99,0.0009223332273189999,70.04293446,3759.89,14.14,3791.81,0.0007077513356499999,70.03292946,3777.67,14.0,3863.66,0.000114894457087,70.00224813,3849.66,20.51,3864.6,0.000110161642685,70.00216178,3844.09,13.72,3853.1,0.00020225069099400004,70.00447915,3839.38,15.14,3850.3,0.000234788394176,70.00545090000001,3835.16,13.74,3852.28,0.000222473776768,70.00629291,3838.54,14.27,3848.78,0.000239996123345,70.00837875,3834.51,15.11,3830.34,0.00034863385545899996,70.01429111,3815.23,7.4,3820.66,0.0004915192005820001,70.01730151,3813.26,15.33,3823.1,0.000403001971319,70.01753576,3807.77,9.1,3816.33,0.000543255076971,70.02039944,3807.23,12.0,3816.05,0.0004575090866230001,70.01969456,3804.05,11.8,3814.3,0.0004802400790319999,70.02101003,3802.5,9.3,3812.23,0.0005721622113420001,70.02235049,3802.93,15.3,3810.76,0.000566863732536,70.02379643,3795.46,9.8,3806.44,0.0006050129132720001,70.02437566,3796.64,8.3,3808.21,0.0006579194516449999,70.02665701,3799.91,6.1,3796.22,0.0007039781840760001,70.02877996,3790.12,9.9,3795.34,0.000725398348395,70.0304556,3785.44,7.3,3794.61,0.0007371106348790001,70.03063031,3787.31,13.8,3896.56,0.00032464386808600017,70.00616471,3882.76,16.8,3867.62,0.00024219503121599998,70.0045384,3850.82,10.1,3908.23,0.0005291068002310001,70.01009132,3898.13,18.6,3911.37,0.000306372857837,70.00556937,3892.77,19.14,3911.72,0.000336249321664,70.00615337,3892.58,7.3,3884.23,0.000184343512623,70.00357779999999,3876.93,9.7,4035.91,0.006008027551127001,70.04854658,4026.21,9.2,4009.89,0.006087912148254,70.06135053,4000.69,13.14,3931.9,0.0012020097752750002,70.02316193,3918.76,11.4,3929.9,0.0011630717643610002,70.02246362,3918.5,12.6,3925.22,0.00091135052125,70.01748883,3912.62
1964-10-01,13.1,3780.81,0.0,59.01352242,3767.71,15.1,3772.99,0.0,59.03697244,3757.89,14.8,3774.99,0.0,59.04771431,3760.19,13.74,3791.81,0.0,59.03067012,3778.07,14.5,3863.66,0.0,59.94726411,3849.16,20.61,3864.6,0.0,59.95093434,3843.99,13.82,3853.1,0.0,59.87910456,3839.28,15.24,3850.3,0.0,59.84582894,3835.06,14.04,3852.28,0.0,59.82763293,3838.24,14.77,3848.78,0.0,59.75791118,3834.01,15.51,3830.34,0.0,59.50018749,3814.83,7.7,3820.66,0.0,59.35752707,3812.96,14.93,3823.1,0.0,59.3662807,3808.17,9.7,3816.33,0.0,59.24299604,3806.63,11.7,3816.05,0.0,59.2794668,3804.35,11.6,3814.3,0.0,59.23572138,3802.7,9.2,3812.23,0.0,59.18165478,3803.03,14.1,3810.76,0.0,59.14605713,3796.66,10.2,3806.44,0.0,59.12841479,3796.24,8.6,3808.21,0.0,59.08040479,3799.61,6.3,3796.22,0.0,59.0472022,3789.92,10.1,3795.34,0.0,59.02917044,3785.24,7.6,3794.61,0.0,59.02680227,3787.01,13.2,3896.56,0.0,59.91694975,3883.36,15.5,3867.62,0.0,59.93589081,3852.12,10.6,3908.23,0.0,59.87531979,3897.63,18.8,3911.37,0.0,59.92716998,3892.57,19.54,3911.72,0.0,59.92026020000001,3892.18,8.1,3884.23,0.0,59.94398149,3876.13,9.0,4035.91,0.0,58.66343773,4026.91,9.3,4009.89,0.0,58.73936528,4000.59,13.44,3931.9,0.0,59.74878642,3918.46,10.9,3929.9,0.0,59.75358005,3919.0,12.3,3925.22,0.0,59.80204103,3912.92
1964-11-01,13.0,3780.81,0.0,51.48905424,3767.81,14.7,3772.99,0.0,51.46842484,3758.29,14.5,3774.99,0.0,51.45883971,3760.49,13.34,3791.81,0.0,51.47636883,3778.47,15.2,3863.66,0.0,51.00876793,3848.46,19.21,3864.6,0.0,51.00735318,3845.39,13.82,3853.1,0.0,51.02857033,3839.28,15.34,3850.3,0.0,51.03997003,3834.96,14.04,3852.28,0.0,51.04325836,3838.24,15.07,3848.78,0.0,51.06871263,3833.71,15.51,3830.34,0.0,51.19211974,3814.83,7.9,3820.66,0.0,51.27216571,3812.76,14.53,3823.1,0.0,51.26500231,3808.57,10.1,3816.33,0.0,51.3390746,3806.23,11.4,3816.05,0.0,51.3159434,3804.65,11.2,3814.3,0.0,51.34221836,3803.1,9.2,3812.23,0.0,51.37678288,3803.03,13.4,3810.76,0.0,51.39905007,3797.36,10.0,3806.44,0.0,51.41074159,3796.44,8.7,3808.21,0.0,51.44261513,3799.51,6.3,3796.22,0.0,51.46547867,3789.92,10.2,3795.34,0.0,51.47823765,3785.14,7.8,3794.61,0.0,51.4799732,3786.81,12.5,3896.56,0.0,50.98335693,3884.06,14.9,3867.62,0.0,50.98988816,3852.72,10.9,3908.23,0.0,50.96423520000001,3897.33,19.0,3911.37,0.0,50.98437217,3892.37,19.34,3911.72,0.0,50.9819247,3892.38,8.1,3884.23,0.0,50.996022,3876.13,9.2,4035.91,0.0,49.45090982,4026.71,10.0,4009.89,0.0,49.62148303,3999.89,13.74,3931.9,0.0,50.89271281,3918.16,10.8,3929.9,0.0,50.89447801,3919.1,12.3,3925.22,0.0,50.92476457,3912.92
1964-12-01,12.8,3780.81,0.0,33.96228746,3768.01,14.3,3772.99,0.0,33.88963012,3758.69,14.3,3774.99,0.0,33.85583531,3760.69,13.14,3791.81,0.0,33.91983015,3778.67,15.4,3863.66,0.0,32.51275882,3848.26,19.01,3864.6,0.0,32.50913486,3845.59,13.82,3853.1,0.0,32.55945469,3839.28,15.44,3850.3,0.0,32.58864364,3834.86,14.04,3852.28,0.0,32.59476791,3838.24,15.17,3848.78,0.0,32.662303200000004,3833.61,15.41,3830.34,0.0,33.02258386,3814.93,7.9,3820.66,0.0,33.2677364,3812.76,14.33,3823.1,0.0,33.24479049,3808.77,10.1,3816.33,0.0,33.47683914,3806.23,11.2,3816.05,0.0,33.40365985,3804.85,11.0,3814.3,0.0,33.48634094,3803.3,9.1,3812.23,0.0,33.59660865,3803.13,13.1,3810.76,0.0,33.66791569,3797.66,9.9,3806.44,0.0,33.70567545,3796.54,8.8,3808.21,0.0,33.80922797,3799.41,6.3,3796.22,0.0,33.88438063,3789.92,10.1,3795.34,0.0,33.92670574,3785.24,7.9,3794.61,0.0,33.93250314,3786.71,12.2,3896.56,0.0,32.42007834,3884.36,14.7,3867.62,0.0,32.44674293,3852.92,11.0,3908.23,0.0,32.34708274,3897.23,19.0,3911.37,0.0,32.42527129,3892.37,19.24,3911.72,0.0,32.41551174,3892.48,7.9,3884.23,0.0,32.46906899,3876.33,9.1,4035.91,0.0,28.88222154,4026.81,9.2,4009.89,0.0,29.09545045,4000.69,13.74,3931.9,0.0,32.08608725,3918.16,10.7,3929.9,0.0,32.09595051,3919.2,12.4,3925.22,0.0,32.20163818,3912.82
1965-01-01,12.7,3780.81,0.0,48.01209415,3768.11,13.9,3772.99,0.0,48.02673819,3759.09,14.1,3774.99,0.0,48.03302023,3760.89,12.94,3791.81,0.0,48.03213526,3778.87,15.6,3863.66,0.0,49.83943756,3848.06,18.91,3864.6,0.0,49.84842601,3845.69,13.82,3853.1,0.0,49.6564989,3839.28,15.44,3850.3,0.0,49.57245579,3834.86,14.14,3852.28,0.0,49.51869624,3838.14,15.27,3848.78,0.0,49.34803084,3833.51,15.11,3830.34,0.0,48.80908093,3815.23,8.0,3820.66,0.0,48.54914653,3812.66,14.03,3823.1,0.0,48.55870247,3809.07,10.1,3816.33,0.0,48.35133818,3806.23,11.0,3816.05,0.0,48.40893504,3805.05,10.8,3814.3,0.0,48.33574806,3803.5,9.0,3812.23,0.0,48.25205972,3803.23,12.8,3810.76,0.0,48.19604505,3797.96,9.9,3806.44,0.0,48.17027802,3796.54,8.9,3808.21,0.0,48.10098804,3799.31,6.3,3796.22,0.0,48.05613534,3789.92,10.1,3795.34,0.0,48.03309515,3785.24,7.9,3794.61,0.0,48.03027117,3786.71,12.0,3896.56,0.0,49.66836218,3884.56,14.6,3867.62,0.0,49.75046201,3853.02,11.2,3908.23,0.0,49.47700287,3897.03,19.1,3911.37,0.0,49.70510259,3892.27,19.14,3911.72,0.0,49.67518687,3892.58,8.0,3884.23,0.0,49.79412956,3876.23,8.9,4035.91,0.0,43.44883765,4027.01,9.0,4009.89,0.0,43.73966017,4000.89,13.84,3931.9,0.0,48.86617397,3918.06,11.0,3929.9,0.0,48.89031649,3918.9,12.6,3925.22,0.0,49.12751741,3912.62
1965-02-01,12.7,3780.81,0.0,35.102979100000006,3768.11,14.1,3772.99,0.0,35.27925416,3758.89,14.3,3774.99,0.0,35.35986693,3760.69,13.04,3791.81,0.0,35.23530673,3778.77,15.9,3863.66,0.0,42.56081172,3847.76,18.91,3864.6,0.0,42.59078163,3845.69,14.02,3853.1,0.0,42.00036856,3839.08,16.24,3850.3,0.0,41.72837152,3834.06,14.24,3852.28,0.0,41.57757205,3838.04,15.47,3848.78,0.0,41.00950821,3833.31,14.91,3830.34,0.0,38.93858525,3815.43,7.9,3820.66,0.0,37.80475781,3812.76,14.23,3823.1,0.0,37.87249997,3808.87,10.2,3816.33,0.0,36.89861607,3806.13,10.9,3816.05,0.0,37.18555768,3805.15,10.8,3814.3,0.0,36.84022934,3803.5,9.1,3812.23,0.0,36.41561088,3803.13,12.7,3810.76,0.0,36.13592266,3798.06,9.9,3806.44,0.0,35.99791825,3796.54,8.9,3808.21,0.0,35.62280538,3799.31,6.3,3796.22,0.0,35.36448505,3789.92,10.1,3795.34,0.0,35.22467718,3785.24,7.9,3794.61,0.0,35.20638313,3786.71,11.9,3896.56,0.0,42.28811962,3884.66,14.7,3867.62,0.0,42.45193434,3852.92,11.5,3908.23,0.0,41.92574099,3896.73,19.3,3911.37,0.0,42.37421713,3892.07,19.34,3911.72,0.0,42.31453251,3892.38,7.7,3884.23,0.0,42.52409875,3876.53,9.0,4035.91,0.0,31.92454321,4026.91,9.3,4009.89,0.0,32.43553957,4000.59,13.94,3931.9,0.0,40.81860686,3917.96,10.9,3929.9,0.0,40.86194344,3919.0,13.0,3925.22,0.0,41.28540706,3912.22
